,ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,YEARS_EMPLOYED,YEARS_ALIVE,ON_TIME_RATE,ON_TIME,Higher education,Secondary / secondary special,Incomplete higher,Lower secondary,Academic degree
250738,5050718,1,0,0,157500,0,0,0,2,2.29,26.24,100.0,1,0.0,1.0,0.0,0.0,0.0
250741,5050721,1,0,0,360000,1,1,0,2,6.29,35.19,0.0,0,0.0,1.0,0.0,0.0,0.0
250746,5050724,1,0,0,360000,1,1,0,2,6.29,35.19,91.11111111111111,1,0.0,1.0,0.0,0.0,0.0
250791,5050725,0,0,0,135000,1,0,0,2,1.78,23.39,45.45454545454545,0,0.0,0.0,0.0,0.0,1.0
250802,5050726,0,0,0,135000,1,0,0,2,1.78,23.39,45.45454545454545,0,0.0,0.0,0.0,0.0,1.0
250813,5050727,0,0,0,135000,1,0,0,2,1.78,23.39,63.63636363636363,0,0.0,0.0,0.0,0.0,1.0
250824,5050728,1,0,0,180000,0,0,0,1,1.45,23.36,71.42857142857143,0,0.0,0.0,0.0,0.0,1.0
250831,5050729,1,0,0,180000,0,0,0,1,1.45,23.36,60.0,0,0.0,0.0,0.0,0.0,1.0
250836,5050730,0,0,0,135000,0,1,1,1,13.21,32.09,100.0,1,0.0,1.0,0.0,0.0,0.0
250860,5050732,0,0,0,135000,0,1,1,1,13.21,32.09,4.878048780487805,0,0.0,1.0,0.0,0.0,0.0
250901,5050735,0,0,0,135000,0,1,1,1,13.21,32.09,23.809523809523807,0,0.0,1.0,0.0,0.0,0.0
250943,5050737,1,0,0,427500,0,0,0,1,1.87,25.42,33.33333333333333,0,0.0,1.0,0.0,0.0,0.0
250946,5050738,1,0,0,427500,0,0,0,1,1.87,25.42,33.33333333333333,0,0.0,1.0,0.0,0.0,0.0
250949,5050739,1,0,1,225000,0,0,0,2,2.54,39.42,83.72093023255815,1,0.0,1.0,0.0,0.0,0.0
250992,5050740,1,0,1,225000,0,0,0,2,2.54,39.42,78.57142857142857,1,0.0,1.0,0.0,0.0,0.0
251020,5050741,1,0,1,225000,0,0,0,2,2.54,39.42,66.66666666666666,0,0.0,1.0,0.0,0.0,0.0
251041,5050742,0,0,0,135000,0,0,0,2,0.0,56.46,55.55555555555556,0,0.0,0.0,0.0,0.0,1.0
251050,5050743,0,0,0,135000,0,0,0,2,0.0,56.46,55.55555555555556,0,0.0,0.0,0.0,0.0,1.0
251059,5050744,0,0,0,135000,0,0,0,2,0.0,56.46,50.0,0,0.0,0.0,0.0,0.0,1.0
251061,5050745,0,0,0,135000,0,0,0,2,0.0,56.46,50.0,0,0.0,0.0,0.0,0.0,1.0
251063,5050746,0,0,0,135000,0,0,0,2,0.0,56.46,50.0,0,0.0,0.0,0.0,0.0,1.0
251065,5050747,0,0,1,159750,1,1,0,3,0.87,25.12,84.21052631578947,1,0.0,1.0,0.0,0.0,0.0
251084,5050748,0,0,1,159750,1,1,0,3,0.87,25.12,72.72727272727273,0,0.0,1.0,0.0,0.0,0.0
251106,5050749,0,0,1,159750,1,1,0,3,0.87,25.12,100.0,1,0.0,1.0,0.0,0.0,0.0
251116,5050750,0,0,1,159750,1,1,0,3,0.87,25.12,100.0,1,0.0,1.0,0.0,0.0,0.0
251125,5050751,1,0,0,135000,1,1,0,2,1.87,54.91,50.0,0,0.0,0.0,0.0,0.0,1.0
251145,5050752,1,0,0,135000,1,1,0,2,1.87,54.91,82.5,1,0.0,0.0,0.0,0.0,1.0
251185,5050753,1,0,0,135000,1,1,0,2,1.87,54.91,65.0,0,0.0,0.0,0.0,0.0,1.0
251205,5050754,0,0,1,132750,0,0,0,2,1.45,25.58,14.285714285714285,0,0.0,0.0,0.0,0.0,1.0
251212,5050755,1,0,0,225000,1,0,0,2,11.04,49.47,20.0,0,0.0,0.0,0.0,0.0,1.0
251217,5050756,1,0,0,225000,1,0,0,2,11.04,49.47,20.0,0,0.0,0.0,0.0,0.0,1.0
251222,5050757,0,0,0,247500,0,0,0,2,3.87,49.24,50.0,0,0.0,0.0,0.0,0.0,1.0
251270,5050758,0,0,0,247500,0,0,0,2,3.87,49.24,48.93617021276596,0,0.0,0.0,0.0,0.0,1.0
251317,5050759,1,0,0,180000,0,0,0,1,0.87,39.31,66.66666666666666,0,0.0,0.0,0.0,0.0,1.0
251323,5050760,1,0,0,180000,0,0,0,1,0.87,39.31,0.0,0,0.0,0.0,0.0,0.0,1.0
251329,5050761,1,0,0,180000,0,0,0,1,0.87,39.31,86.48648648648648,1,0.0,0.0,0.0,0.0,1.0
251366,5050763,1,0,0,180000,0,0,0,1,0.87,39.31,0.0,0,0.0,0.0,0.0,0.0,1.0
251370,5050764,0,0,2,337500,0,0,0,4,5.96,30.11,70.0,0,0.0,0.0,0.0,0.0,1.0
251380,5050765,0,0,2,337500,0,0,0,4,5.96,30.11,70.0,0,0.0,0.0,0.0,0.0,1.0
251390,5050766,0,0,2,337500,0,0,0,4,5.96,30.11,66.66666666666666,0,0.0,0.0,0.0,0.0,1.0
251399,5050767,0,0,2,337500,0,0,0,4,5.96,30.11,0.0,0,0.0,0.0,0.0,0.0,1.0
251408,5050768,0,0,2,337500,0,0,0,4,5.96,30.11,0.0,0,0.0,0.0,0.0,0.0,1.0
251417,5050769,0,0,2,337500,0,0,0,4,5.96,30.11,90.0,1,0.0,0.0,0.0,0.0,1.0
251427,5050770,1,0,1,180000,0,0,0,3,1.62,26.59,89.65517241379311,1,0.0,1.0,0.0,0.0,0.0
251456,5050771,1,0,1,180000,0,0,0,3,1.62,26.59,85.71428571428571,1,0.0,1.0,0.0,0.0,0.0
251484,5050773,0,0,0,91530,1,0,0,1,4.46,59.74,100.0,1,0.0,0.0,0.0,0.0,1.0
251496,5050777,1,0,0,81000,0,0,0,2,2.71,52.65,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
251499,5050778,0,0,0,180000,0,0,0,1,5.46,28.2,4.0,0,0.0,0.0,0.0,0.0,1.0
251524,5050779,0,0,0,180000,0,0,0,1,5.46,28.2,76.92307692307693,1,0.0,0.0,0.0,0.0,1.0
251576,5050780,0,0,0,180000,0,0,0,1,5.46,28.2,64.0,0,0.0,0.0,0.0,0.0,1.0
251601,5050781,0,0,0,180000,0,0,0,1,5.46,28.2,64.0,0,0.0,0.0,0.0,0.0,1.0
251626,5050790,0,0,0,180000,0,0,0,1,5.46,28.2,76.92307692307693,1,0.0,0.0,0.0,0.0,1.0
251678,5050791,0,0,0,180000,0,0,0,1,5.46,28.2,64.0,0,0.0,0.0,0.0,0.0,1.0
251703,5050793,0,0,0,315000,0,0,0,2,18.21,58.21,50.0,0,0.0,1.0,0.0,0.0,0.0
251713,5050794,1,0,1,135000,0,0,0,3,1.71,35.14,42.857142857142854,0,0.0,1.0,0.0,0.0,0.0
251720,5050795,1,0,1,135000,0,0,0,3,1.71,35.14,76.19047619047619,1,0.0,1.0,0.0,0.0,0.0
251741,5050796,1,0,1,135000,0,0,0,3,1.71,35.14,77.27272727272727,1,0.0,1.0,0.0,0.0,0.0
251763,5050797,1,0,1,135000,0,0,0,3,1.71,35.14,76.19047619047619,1,0.0,1.0,0.0,0.0,0.0
251784,5050798,1,0,2,270000,1,1,0,4,1.87,36.01,50.0,0,0.0,1.0,0.0,0.0,0.0
251790,5050799,1,0,2,270000,1,1,0,4,1.87,36.01,50.0,0,0.0,1.0,0.0,0.0,0.0
251796,5050802,1,0,2,270000,1,1,0,4,1.87,36.01,39.285714285714285,0,0.0,1.0,0.0,0.0,0.0
251824,5050803,1,0,2,270000,1,1,0,4,1.87,36.01,50.0,0,0.0,1.0,0.0,0.0,0.0
251830,5050804,1,0,2,270000,1,1,0,4,1.87,36.01,83.33333333333334,1,0.0,1.0,0.0,0.0,0.0
251836,5050805,1,0,2,270000,1,1,0,4,1.87,36.01,68.42105263157895,0,0.0,1.0,0.0,0.0,0.0
251874,5050807,1,0,2,270000,1,1,0,4,1.87,36.01,50.0,0,0.0,1.0,0.0,0.0,0.0
251880,5050808,1,0,2,270000,1,1,0,4,1.87,36.01,67.85714285714286,0,0.0,1.0,0.0,0.0,0.0
251908,5050809,1,0,2,270000,1,1,0,4,1.87,36.01,50.0,0,0.0,1.0,0.0,0.0,0.0
251914,5050810,1,0,2,270000,1,1,0,4,1.87,36.01,70.0,0,0.0,1.0,0.0,0.0,0.0
251944,5050811,1,0,2,270000,1,1,0,4,1.87,36.01,50.0,0,0.0,1.0,0.0,0.0,0.0
251950,5050812,1,0,2,270000,1,1,0,4,1.87,36.01,100.0,1,0.0,1.0,0.0,0.0,0.0
251963,5050813,0,0,0,157500,0,0,0,2,7.04,42.45,60.71428571428571,0,0.0,0.0,0.0,0.0,1.0
251991,5050815,0,0,0,157500,0,0,0,2,7.04,42.45,57.14285714285714,0,0.0,0.0,0.0,0.0,1.0
252019,5050819,0,0,0,157500,0,0,0,2,7.04,42.45,53.84615384615385,0,0.0,0.0,0.0,0.0,1.0
252032,5050824,0,0,0,90000,0,0,0,2,3.87,30.54,83.33333333333334,1,0.0,0.0,0.0,0.0,1.0
252044,5050825,0,0,0,90000,0,0,0,2,3.87,30.54,62.5,0,0.0,0.0,0.0,0.0,1.0
252052,5050826,0,0,0,90000,0,0,0,2,3.87,30.54,28.57142857142857,0,0.0,0.0,0.0,0.0,1.0
252059,5050829,0,0,0,103500,1,0,0,2,30.31,48.68,2.631578947368421,0,0.0,0.0,0.0,0.0,1.0
252097,5050833,0,0,0,103500,1,0,0,2,30.31,48.68,5.263157894736842,0,0.0,0.0,0.0,0.0,1.0
252135,5050834,0,0,0,90000,1,1,0,2,6.62,28.76,0.0,0,0.0,0.0,0.0,0.0,1.0
252137,5050835,0,0,0,90000,1,1,0,2,6.62,28.76,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
252140,5050836,0,0,0,90000,1,1,0,2,6.62,28.76,33.33333333333333,0,0.0,0.0,0.0,0.0,1.0
252143,5050837,1,0,0,90000,0,0,0,2,0.62,62.37,20.0,0,0.0,0.0,0.0,0.0,1.0
252158,5050838,1,0,0,90000,0,0,0,2,0.62,62.37,67.56756756756756,0,0.0,0.0,0.0,0.0,1.0
252195,5050839,1,0,0,90000,0,0,0,2,0.62,62.37,66.66666666666666,0,0.0,0.0,0.0,0.0,1.0
252210,5050840,1,0,0,90000,0,0,0,2,0.62,62.37,2.631578947368421,0,0.0,0.0,0.0,0.0,1.0
252248,5050841,0,0,0,157500,0,0,0,1,7.55,40.56,50.0,0,0.0,0.0,0.0,0.0,1.0
252250,5050842,0,0,0,157500,0,0,0,1,7.55,40.56,50.0,0,0.0,0.0,0.0,0.0,1.0
252252,5050843,0,0,0,157500,0,0,0,1,7.55,40.56,50.0,0,0.0,0.0,0.0,0.0,1.0
252254,5050844,0,0,0,157500,0,0,0,1,7.55,40.56,50.0,0,0.0,0.0,0.0,0.0,1.0
252256,5050846,0,0,0,157500,0,0,0,1,7.55,40.56,50.0,0,0.0,0.0,0.0,0.0,1.0
252258,5050847,0,0,0,157500,0,0,0,1,7.55,40.56,50.0,0,0.0,0.0,0.0,0.0,1.0
252260,5050848,0,0,0,90000,1,1,1,1,12.88,41.92,81.35593220338984,1,0.0,0.0,0.0,0.0,1.0
252319,5050849,0,0,0,97731,1,0,0,1,2.54,24.1,78.26086956521739,1,0.0,1.0,0.0,0.0,0.0
252342,5050850,0,0,0,97731,1,0,0,1,2.54,24.1,75.0,0,0.0,1.0,0.0,0.0,0.0
252354,5050851,0,0,0,97731,1,0,0,1,2.54,24.1,72.72727272727273,0,0.0,1.0,0.0,0.0,0.0
252365,5050852,0,0,0,180000,0,0,0,1,4.12,25.99,25.0,0,0.0,1.0,0.0,0.0,0.0
252369,5050853,0,0,0,180000,0,0,0,1,4.12,25.99,90.9090909090909,1,0.0,1.0,0.0,0.0,0.0
252402,5050854,0,0,0,180000,0,0,0,1,4.12,25.99,25.0,0,0.0,1.0,0.0,0.0,0.0
252406,5050855,0,0,0,180000,0,0,0,1,4.12,25.99,86.95652173913044,1,0.0,1.0,0.0,0.0,0.0
252452,5050856,0,0,0,180000,0,0,0,1,4.12,25.99,80.0,1,0.0,1.0,0.0,0.0,0.0
252492,5050857,0,0,0,180000,0,0,0,1,4.12,25.99,25.0,0,0.0,1.0,0.0,0.0,0.0
252496,5050876,0,0,0,270000,1,1,0,2,6.04,35.89,66.66666666666666,0,0.0,0.0,0.0,0.0,1.0
252517,5050877,0,0,0,270000,1,1,0,2,6.04,35.89,46.15384615384615,0,0.0,0.0,0.0,0.0,1.0
252530,5050878,0,0,0,270000,1,1,0,2,6.04,35.89,46.15384615384615,0,0.0,0.0,0.0,0.0,1.0
252543,5050885,1,0,0,292500,0,0,0,2,0.0,51.71,57.14285714285714,0,0.0,0.0,0.0,0.0,1.0
252550,5050886,1,0,0,292500,0,0,0,2,0.0,51.71,57.14285714285714,0,0.0,0.0,0.0,0.0,1.0
252557,5050887,1,0,0,292500,0,0,0,2,0.0,51.71,57.14285714285714,0,0.0,0.0,0.0,0.0,1.0
252564,5050888,1,0,0,292500,0,0,0,2,0.0,51.71,85.36585365853658,1,0.0,0.0,0.0,0.0,1.0
252605,5050889,1,0,0,292500,0,0,0,2,0.0,51.71,57.14285714285714,0,0.0,0.0,0.0,0.0,1.0
252612,5050890,1,0,0,292500,0,0,0,2,0.0,51.71,57.14285714285714,0,0.0,0.0,0.0,0.0,1.0
252619,5050891,1,0,0,292500,0,0,0,2,0.0,51.71,82.92682926829268,1,0.0,0.0,0.0,0.0,1.0
252660,5050892,1,0,0,292500,0,0,0,2,0.0,51.71,100.0,1,0.0,0.0,0.0,0.0,1.0
252666,5050893,1,0,0,292500,0,0,0,2,0.0,51.71,57.14285714285714,0,0.0,0.0,0.0,0.0,1.0
252673,5050894,1,0,0,292500,0,0,0,2,0.0,51.71,84.21052631578947,1,0.0,0.0,0.0,0.0,1.0
252692,5050896,1,0,0,292500,0,0,0,2,0.0,51.71,57.14285714285714,0,0.0,0.0,0.0,0.0,1.0
252699,5050899,0,0,0,270000,1,1,0,2,22.22,40.97,60.0,0,0.0,1.0,0.0,0.0,0.0
252704,5050900,0,0,0,270000,1,1,0,2,22.22,40.97,50.0,0,0.0,1.0,0.0,0.0,0.0
252714,5050901,0,0,0,270000,1,1,0,2,22.22,40.97,50.0,0,0.0,1.0,0.0,0.0,0.0
252718,5050902,0,0,0,270000,1,1,0,2,22.22,40.97,55.00000000000001,0,0.0,1.0,0.0,0.0,0.0
252778,5050904,0,0,0,270000,1,1,0,2,22.22,40.97,58.620689655172406,0,0.0,1.0,0.0,0.0,0.0
252807,5050905,0,0,0,270000,1,1,0,2,22.22,40.97,60.0,0,0.0,1.0,0.0,0.0,0.0
252812,5050906,0,0,1,225000,0,0,0,3,2.2,35.25,24.137931034482758,0,0.0,0.0,0.0,0.0,1.0
252841,5050907,0,0,1,225000,0,0,0,3,2.2,35.25,23.333333333333332,0,0.0,0.0,0.0,0.0,1.0
252871,5050908,0,0,1,225000,0,0,0,3,2.2,35.25,78.18181818181819,1,0.0,0.0,0.0,0.0,1.0
252926,5050909,0,0,1,225000,0,0,0,3,2.2,35.25,0.0,0,0.0,0.0,0.0,0.0,1.0
252941,5050910,0,0,1,225000,0,0,0,3,2.2,35.25,4.0,0,0.0,0.0,0.0,0.0,1.0
252966,5050911,1,0,1,180000,0,1,0,3,2.12,37.83,41.17647058823529,0,0.0,1.0,0.0,0.0,0.0
252983,5050912,1,0,1,180000,0,1,0,3,2.12,37.83,8.333333333333332,0,0.0,1.0,0.0,0.0,0.0
252995,5050913,1,0,2,126000,0,0,0,4,4.21,26.52,100.0,1,0.0,1.0,0.0,0.0,0.0
253023,5050914,1,0,2,126000,0,0,0,4,4.21,26.52,100.0,1,0.0,1.0,0.0,0.0,0.0
253061,5050915,0,0,0,112500,0,1,0,2,16.13,44.16,12.5,0,0.0,0.0,0.0,0.0,1.0
253069,5050916,0,0,0,112500,0,1,0,2,16.13,44.16,50.0,0,0.0,0.0,0.0,0.0,1.0
253071,5050918,0,0,0,130500,0,0,0,2,3.62,23.07,0.0,0,0.0,0.0,0.0,0.0,1.0
253073,5050919,1,0,1,180000,0,0,0,3,8.79,39.8,7.142857142857142,0,0.0,0.0,0.0,0.0,1.0
253087,5050920,1,0,1,180000,0,0,0,3,8.79,39.8,46.666666666666664,0,0.0,0.0,0.0,0.0,1.0
253102,5050921,1,0,1,180000,0,0,0,3,8.79,39.8,90.9090909090909,1,0.0,0.0,0.0,0.0,1.0
253146,5050922,1,0,1,180000,0,0,0,3,8.79,39.8,86.66666666666667,1,0.0,0.0,0.0,0.0,1.0
253191,5050923,1,0,1,180000,0,0,0,3,8.79,39.8,70.37037037037037,0,0.0,0.0,0.0,0.0,1.0
253218,5050924,1,0,1,180000,0,0,0,3,8.79,39.8,100.0,1,0.0,0.0,0.0,0.0,1.0
253234,5050925,1,0,1,180000,0,0,0,3,8.79,39.8,38.46153846153847,0,0.0,0.0,0.0,0.0,1.0
253247,5050940,0,0,0,170302,1,1,0,2,11.3,45.87,25.0,0,0.0,1.0,0.0,0.0,0.0
253251,5050941,0,0,0,170302,1,1,0,2,11.3,45.87,25.0,0,0.0,1.0,0.0,0.0,0.0
253255,5050942,0,0,0,170302,1,1,0,2,11.3,45.87,0.0,0,0.0,1.0,0.0,0.0,0.0
253258,5050944,0,0,0,135000,1,1,1,2,11.04,33.58,14.285714285714285,0,0.0,1.0,0.0,0.0,0.0
253265,5050947,0,0,0,135000,1,1,1,2,11.04,33.58,15.909090909090908,0,0.0,1.0,0.0,0.0,0.0
253309,5050948,0,0,0,135000,1,1,1,2,11.04,33.58,38.63636363636363,0,0.0,1.0,0.0,0.0,0.0
253353,5050949,0,0,0,135000,1,1,1,2,11.04,33.58,9.090909090909092,0,0.0,1.0,0.0,0.0,0.0
253397,5050950,0,0,0,135000,1,1,1,2,11.04,33.58,23.076923076923077,0,0.0,1.0,0.0,0.0,0.0
253423,5050951,0,0,0,135000,1,1,1,2,11.04,33.58,75.0,0,0.0,1.0,0.0,0.0,0.0
253443,5050952,0,0,0,135000,1,1,1,2,11.04,33.58,25.0,0,0.0,1.0,0.0,0.0,0.0
253451,5050954,0,0,0,270000,0,0,0,2,0.0,40.38,88.0,1,0.0,0.0,0.0,0.0,1.0
253476,5050955,0,0,0,270000,0,0,0,2,0.0,40.38,0.0,0,0.0,0.0,0.0,0.0,1.0
253482,5050956,0,0,0,270000,0,0,0,2,0.0,40.38,0.0,0,0.0,0.0,0.0,0.0,1.0
253488,5050957,0,0,0,180000,0,0,0,1,0.54,27.5,0.0,0,0.0,1.0,0.0,0.0,0.0
253505,5050959,0,0,0,135000,0,0,0,2,3.87,52.79,25.0,0,0.0,0.0,0.0,0.0,1.0
253509,5050962,0,0,0,157500,0,0,0,2,14.79,59.39,86.04651162790698,1,0.0,0.0,0.0,0.0,1.0
253552,5050963,0,0,0,157500,0,0,0,2,14.79,59.39,85.36585365853658,1,0.0,0.0,0.0,0.0,1.0
253593,5050965,0,0,0,157500,0,0,0,2,14.79,59.39,76.0,1,0.0,0.0,0.0,0.0,1.0
253618,5050966,0,0,0,157500,0,0,0,2,14.79,59.39,53.84615384615385,0,0.0,0.0,0.0,0.0,1.0
253631,5050967,0,0,0,157500,0,0,0,2,14.79,59.39,53.84615384615385,0,0.0,0.0,0.0,0.0,1.0
253644,5050968,0,0,0,157500,0,0,0,2,14.79,59.39,86.04651162790698,1,0.0,0.0,0.0,0.0,1.0
253687,5050969,0,0,1,112500,0,0,0,2,20.8,43.74,0.0,0,0.0,0.0,0.0,0.0,1.0
253690,5050972,0,0,1,112500,0,0,0,2,20.8,43.74,18.51851851851852,0,0.0,0.0,0.0,0.0,1.0
253717,5050973,0,0,1,112500,0,0,0,2,20.8,43.74,0.0,0,0.0,0.0,0.0,0.0,1.0
253720,5050974,0,0,1,112500,0,0,0,2,20.8,43.74,0.0,0,0.0,0.0,0.0,0.0,1.0
253723,5050975,0,0,1,112500,0,0,0,2,20.8,43.74,0.0,0,0.0,0.0,0.0,0.0,1.0
253736,5050976,0,0,1,112500,0,0,0,2,20.8,43.74,0.0,0,0.0,0.0,0.0,0.0,1.0
253738,5050979,1,0,0,54000,0,1,0,2,37.81,59.77,100.0,1,0.0,0.0,0.0,0.0,1.0
253788,5050980,1,0,1,247500,0,0,0,2,17.79,41.34,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
253794,5050981,1,0,1,247500,0,0,0,2,17.79,41.34,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
253800,5050982,1,0,1,247500,0,0,0,2,17.79,41.34,16.666666666666664,0,0.0,0.0,0.0,0.0,1.0
253806,5050983,1,0,1,247500,0,0,0,2,17.79,41.34,50.0,0,0.0,0.0,0.0,0.0,1.0
253808,5050985,0,0,0,265581,0,0,0,2,2.71,29.68,77.77777777777779,1,0.0,1.0,0.0,0.0,0.0
253844,5051004,0,0,0,306000,0,0,0,2,3.71,29.33,96.55172413793103,1,0.0,1.0,0.0,0.0,0.0
253873,5051005,0,0,0,306000,0,0,0,2,3.71,29.33,96.42857142857143,1,0.0,1.0,0.0,0.0,0.0
253901,5051006,0,0,0,306000,0,0,0,2,3.71,29.33,83.33333333333334,1,0.0,1.0,0.0,0.0,0.0
253907,5051007,0,0,0,306000,0,0,0,2,3.71,29.33,85.0,1,0.0,1.0,0.0,0.0,0.0
253927,5051008,0,0,1,225000,1,1,1,3,9.29,28.62,0.0,0,0.0,0.0,0.0,0.0,1.0
253934,5051009,0,0,1,225000,1,1,1,3,9.29,28.62,0.0,0,0.0,0.0,0.0,0.0,1.0
253943,5051010,0,0,1,225000,1,1,1,3,9.29,28.62,0.0,0,0.0,0.0,0.0,0.0,1.0
253959,5051011,0,0,1,225000,1,1,1,3,9.29,28.62,11.11111111111111,0,0.0,0.0,0.0,0.0,1.0
253968,5051012,0,0,1,225000,1,1,1,3,9.29,28.62,26.666666666666668,0,0.0,0.0,0.0,0.0,1.0
253998,5051013,0,0,1,225000,1,1,1,3,9.29,28.62,11.11111111111111,0,0.0,0.0,0.0,0.0,1.0
254007,5051014,0,0,1,225000,1,1,1,3,9.29,28.62,12.0,0,0.0,0.0,0.0,0.0,1.0
254032,5051015,0,0,0,270000,0,0,0,2,1.29,42.14,72.22222222222221,0,0.0,0.0,0.0,0.0,1.0
254050,5051017,0,0,0,270000,0,0,0,2,1.29,42.14,72.22222222222221,0,0.0,0.0,0.0,0.0,1.0
254068,5051018,0,0,0,270000,0,0,0,2,1.29,42.14,72.22222222222221,0,0.0,0.0,0.0,0.0,1.0
254086,5051019,0,0,0,270000,0,0,0,2,1.29,42.14,61.53846153846154,0,0.0,0.0,0.0,0.0,1.0
254099,5051020,0,0,0,270000,0,0,0,2,1.29,42.14,61.53846153846154,0,0.0,0.0,0.0,0.0,1.0
254112,5051024,0,0,2,382500,0,0,0,4,1.04,29.92,20.0,0,0.0,0.0,0.0,0.0,1.0
254147,5051025,1,0,0,540000,0,0,0,2,4.62,47.26,63.46153846153846,0,0.0,1.0,0.0,0.0,0.0
254199,5051026,1,0,0,540000,0,0,0,2,4.62,47.26,57.77777777777777,0,0.0,1.0,0.0,0.0,0.0
254244,5051027,1,0,0,540000,0,0,0,2,4.62,47.26,47.22222222222222,0,0.0,1.0,0.0,0.0,0.0
254280,5051028,1,0,0,540000,0,0,0,2,4.62,47.26,12.5,0,0.0,1.0,0.0,0.0,0.0
254296,5051029,1,0,0,540000,0,0,0,2,4.62,47.26,45.714285714285715,0,0.0,1.0,0.0,0.0,0.0
254331,5051030,1,0,0,540000,0,0,0,2,4.62,47.26,24.0,0,0.0,1.0,0.0,0.0,0.0
254356,5051031,1,0,0,540000,0,0,0,2,4.62,47.26,6.666666666666667,0,0.0,1.0,0.0,0.0,0.0
254371,5051032,1,0,0,540000,0,0,0,2,4.62,47.26,6.0606060606060606,0,0.0,1.0,0.0,0.0,0.0
254404,5051034,0,0,0,180000,0,0,0,1,2.79,24.42,53.333333333333336,0,0.0,1.0,0.0,0.0,0.0
254419,5051035,0,0,0,180000,0,0,0,1,2.79,24.42,63.1578947368421,0,0.0,1.0,0.0,0.0,0.0
254438,5051036,0,0,0,180000,0,0,0,1,2.79,24.42,25.0,0,0.0,1.0,0.0,0.0,0.0
254442,5051037,0,0,0,180000,0,0,0,1,2.79,24.42,36.36363636363637,0,0.0,1.0,0.0,0.0,0.0
254453,5051038,0,0,0,180000,0,0,0,1,2.79,24.42,22.22222222222222,0,0.0,1.0,0.0,0.0,0.0
254462,5051039,0,0,0,135000,0,0,0,2,0.0,61.19,0.0,0,0.0,0.0,0.0,0.0,1.0
254464,5051040,1,0,0,67500,0,0,0,2,5.96,61.39,83.33333333333334,1,0.0,0.0,0.0,0.0,1.0
254476,5051041,1,0,0,67500,0,0,0,2,5.96,61.39,50.0,0,0.0,0.0,0.0,0.0,1.0
254486,5051044,1,0,0,67500,0,0,0,2,5.96,61.39,85.71428571428571,1,0.0,0.0,0.0,0.0,1.0
254521,5051045,1,0,0,67500,0,0,0,2,5.96,61.39,62.5,0,0.0,0.0,0.0,0.0,1.0
254553,5051046,1,0,0,67500,0,0,0,2,5.96,61.39,70.58823529411765,0,0.0,0.0,0.0,0.0,1.0
254570,5051047,1,0,0,67500,0,0,0,2,5.96,61.39,6.666666666666667,0,0.0,0.0,0.0,0.0,1.0
254585,5051048,1,0,0,67500,0,0,0,2,5.96,61.39,14.285714285714285,0,0.0,0.0,0.0,0.0,1.0
254599,5051049,1,0,0,67500,0,0,0,2,5.96,61.39,91.66666666666666,1,0.0,0.0,0.0,0.0,1.0
254611,5051050,1,0,0,67500,0,0,0,2,5.96,61.39,50.0,0,0.0,0.0,0.0,0.0,1.0
254621,5051051,1,0,0,67500,0,0,0,2,5.96,61.39,50.0,0,0.0,0.0,0.0,0.0,1.0
254631,5051052,1,0,0,67500,0,0,0,2,5.96,61.39,0.0,0,0.0,0.0,0.0,0.0,1.0
254632,5051056,0,0,0,49500,0,0,0,1,0.0,65.4,65.0,0,0.0,0.0,0.0,0.0,1.0
254652,5051057,0,0,0,49500,0,0,0,1,0.0,65.4,91.30434782608695,1,0.0,0.0,0.0,0.0,1.0
254698,5051058,0,0,0,49500,0,0,0,1,0.0,65.4,65.0,0,0.0,0.0,0.0,0.0,1.0
254718,5051059,0,0,0,49500,0,0,0,1,0.0,65.4,65.0,0,0.0,0.0,0.0,0.0,1.0
254738,5051060,0,0,2,112500,0,1,0,4,3.62,32.73,8.333333333333332,0,0.0,0.0,0.0,0.0,1.0
254750,5051061,0,0,2,112500,0,1,0,4,3.62,32.73,85.18518518518519,1,0.0,0.0,0.0,0.0,1.0
254777,5051062,0,0,2,112500,0,1,0,4,3.62,32.73,63.63636363636363,0,0.0,0.0,0.0,0.0,1.0
254788,5051063,0,0,0,73575,0,1,0,1,0.0,66.57,100.0,1,0.0,0.0,0.0,0.0,1.0
254837,5051073,0,0,0,270000,1,1,0,1,3.12,46.57,50.0,0,0.0,0.0,0.0,0.0,1.0
254839,5051074,0,0,0,270000,1,1,0,1,3.12,46.57,8.333333333333332,0,0.0,0.0,0.0,0.0,1.0
254851,5051075,0,0,0,270000,1,1,0,1,3.12,46.57,93.33333333333333,1,0.0,0.0,0.0,0.0,1.0
254866,5051076,0,0,0,270000,1,1,0,1,3.12,46.57,15.384615384615385,0,0.0,0.0,0.0,0.0,1.0
254879,5051077,0,0,0,270000,1,1,0,1,3.12,46.57,0.0,0,0.0,0.0,0.0,0.0,1.0
254892,5051078,0,0,0,270000,1,1,0,1,3.12,46.57,15.384615384615385,0,0.0,0.0,0.0,0.0,1.0
